State_UT,Fiscal Year,Scheme,Scheme Description,Estimate,Value,Unit
Tamil Nadu,2020-21,Free Supply of Uniforms to Students,The Government of Tamil Nadu supplies free uniforms to the students of State-run schools and Government-aided schools since 2016-17. This scheme seeks to reduce drop-out rates among students.,Revised Estimates,414.6,In Rs. Crores
Tamil Nadu,2020-21,Free Supply of Uniforms to Students,The Government of Tamil Nadu supplies free uniforms to the students of State-run schools and Government-aided schools since 2016-17. This scheme seeks to reduce drop-out rates among students.,Actuals,408.7,In Rs. Crores
Tamil Nadu,2021-22,Free Supply of Uniforms to Students,The Government of Tamil Nadu supplies free uniforms to the students of State-run schools and Government-aided schools since 2016-17. This scheme seeks to reduce drop-out rates among students.,Budget Estimates,414.6,In Rs. Crores
Tamil Nadu,2021-22,Free Supply of Uniforms to Students,The Government of Tamil Nadu supplies free uniforms to the students of State-run schools and Government-aided schools since 2016-17. This scheme seeks to reduce drop-out rates among students.,Revised Estimates,409.6,In Rs. Crores
Tamil Nadu,2022-23,Free Supply of Uniforms to Students,The Government of Tamil Nadu supplies free uniforms to the students of State-run schools and Government-aided schools since 2016-17. This scheme seeks to reduce drop-out rates among students.,Budget Estimates,409.6,In Rs. Crores
West Bengal,2015-16,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Budget Estimates,NA,In Rs. Crores
West Bengal,2015-16,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Revised Estimates,NA,In Rs. Crores
West Bengal,2015-16,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Actuals,NA,In Rs. Crores
West Bengal,2016-17,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Budget Estimates,NA,In Rs. Crores
West Bengal,2016-17,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Revised Estimates,NA,In Rs. Crores
West Bengal,2016-17,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Actuals,NA,In Rs. Crores
West Bengal,2017-18,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Budget Estimates,NA,In Rs. Crores
West Bengal,2017-18,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Revised Estimates,NA,In Rs. Crores
West Bengal,2017-18,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Actuals,0,In Rs. Crores
West Bengal,2018-19,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Budget Estimates,0,In Rs. Crores
West Bengal,2018-19,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Revised Estimates,85.5,In Rs. Crores
West Bengal,2018-19,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Actuals,84.7,In Rs. Crores
West Bengal,2019-20,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Budget Estimates,345,In Rs. Crores
West Bengal,2019-20,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Revised Estimates,345,In Rs. Crores
West Bengal,2019-20,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Actuals,258.8,In Rs. Crores
West Bengal,2020-21,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Budget Estimates,368,In Rs. Crores
West Bengal,2020-21,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Revised Estimates,368,In Rs. Crores
West Bengal,2020-21,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Actuals,192,In Rs. Crores
West Bengal,2021-22,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Budget Estimates,390,In Rs. Crores
West Bengal,2021-22,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Revised Estimates,150,In Rs. Crores
West Bengal,2022-23,Samajik Suraksha Yojana,"Under this scheme, the government aims to integrate and cover primary benefits to all workers of the unorganised sector. Workers registered under the scheme receive provident fund, death and disability compensation and health treatment facilities.",Budget Estimates,415,In Rs. Crores
West Bengal,2015-16,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Budget Estimates,0.0,In Rs. Crores
West Bengal,2015-16,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Revised Estimates,0.0,In Rs. Crores
West Bengal,2015-16,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Actuals,0.0,In Rs. Crores
West Bengal,2016-17,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Budget Estimates,0.0,In Rs. Crores
West Bengal,2016-17,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Revised Estimates,0.0,In Rs. Crores
West Bengal,2016-17,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Actuals,0.0,In Rs. Crores
West Bengal,2017-18,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Budget Estimates,0.0,In Rs. Crores
West Bengal,2017-18,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Revised Estimates,0.0,In Rs. Crores
West Bengal,2017-18,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Actuals,0.0,In Rs. Crores
West Bengal,2018-19,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Budget Estimates,0.0,In Rs. Crores
West Bengal,2018-19,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Revised Estimates,158.2,In Rs. Crores
West Bengal,2018-19,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Actuals,184.7,In Rs. Crores
West Bengal,2019-20,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Budget Estimates,90.4,In Rs. Crores
West Bengal,2019-20,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Revised Estimates,360.4,In Rs. Crores
West Bengal,2019-20,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Actuals,378.7,In Rs. Crores
West Bengal,2020-21,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Budget Estimates,250.0,In Rs. Crores
West Bengal,2020-21,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Revised Estimates,307.7,In Rs. Crores
West Bengal,2020-21,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Actuals,329.1,In Rs. Crores
West Bengal,2021-22,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Budget Estimates,400.0,In Rs. Crores
West Bengal,2021-22,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Revised Estimates,400.0,In Rs. Crores
West Bengal,2022-23,Manabik Scheme under Jai Bangla,Manabik Pension Scheme is implemented by the West Bengal Government to provide financial aid to the physically challenged. The monthly pension provided under this scheme is Rs.1000 for the eligible applicants.,Budget Estimates,685.9,In Rs. Crores
West Bengal,2015-16,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Budget Estimates,0,In Rs. Crores
West Bengal,2015-16,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Revised Estimates,0,In Rs. Crores
West Bengal,2015-16,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Actuals,0,In Rs. Crores
West Bengal,2016-17,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Budget Estimates,0,In Rs. Crores
West Bengal,2016-17,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Revised Estimates,551.3,In Rs. Crores
West Bengal,2016-17,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Actuals,551.3,In Rs. Crores
West Bengal,2017-18,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Budget Estimates,58.3,In Rs. Crores
West Bengal,2017-18,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Revised Estimates,380.9,In Rs. Crores
West Bengal,2017-18,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Actuals,420,In Rs. Crores
West Bengal,2018-19,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Budget Estimates,48.3,In Rs. Crores
West Bengal,2018-19,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Revised Estimates,48.3,In Rs. Crores
West Bengal,2018-19,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Actuals,48.3,In Rs. Crores
West Bengal,2019-20,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Budget Estimates,223.6,In Rs. Crores
West Bengal,2019-20,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Revised Estimates,223.6,In Rs. Crores
West Bengal,2019-20,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Actuals,420.1,In Rs. Crores
West Bengal,2020-21,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Budget Estimates,417.6,In Rs. Crores
West Bengal,2020-21,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Revised Estimates,800,In Rs. Crores
West Bengal,2020-21,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Actuals,686.59,In Rs. Crores
West Bengal,2021-22,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Budget Estimates,1970.1,In Rs. Crores
West Bengal,2021-22,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Revised Estimates,2381,In Rs. Crores
West Bengal,2022-23,Swasthya Sathi,Swasthya Sathi scheme was launched by the Chief Minister of West Bengal on 30 December 2016. Under this scheme a State-level Implementation Committee (SLIC) under the chairmanship of the Chief Secretary is required to be formed to oversee the scheme and there is a registered society named “Swasthya Sathi Samiti” for monitoring the scheme.,Budget Estimates,2500,In Rs. Crores
West Bengal,2015-16,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Budget Estimates,710.4,In Rs. Crores
West Bengal,2015-16,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Revised Estimates,626.4,In Rs. Crores
West Bengal,2015-16,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Actuals,947.9,In Rs. Crores
West Bengal,2016-17,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Budget Estimates,872.4,In Rs. Crores
West Bengal,2016-17,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Revised Estimates,870.9,In Rs. Crores
West Bengal,2016-17,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Actuals,1036.6,In Rs. Crores
West Bengal,2017-18,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Budget Estimates,1057.4,In Rs. Crores
West Bengal,2017-18,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Revised Estimates,1944.7,In Rs. Crores
West Bengal,2017-18,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Actuals,1397.6,In Rs. Crores
West Bengal,2018-19,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Budget Estimates,1205.4,In Rs. Crores
West Bengal,2018-19,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Revised Estimates,1206.3,In Rs. Crores
West Bengal,2018-19,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Actuals,1620.4,In Rs. Crores
West Bengal,2019-20,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Budget Estimates,1171.6,In Rs. Crores
West Bengal,2019-20,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Revised Estimates,1172,In Rs. Crores
West Bengal,2019-20,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Actuals,1503.7,In Rs. Crores
West Bengal,2020-21,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Budget Estimates,1119.1,In Rs. Crores
West Bengal,2020-21,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Revised Estimates,1118.4,In Rs. Crores
West Bengal,2020-21,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Actuals,221.08,In Rs. Crores
West Bengal,2021-22,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Budget Estimates,1655.6,In Rs. Crores
West Bengal,2021-22,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Revised Estimates,2542.21,In Rs. Crores
West Bengal,2022-23,Kanyashree Prakalpa,The Department of Women Development and Social Welfare Government of West Bengal has designed the Kanyashree Prakalpa scheme. It is a conditional cash transfer scheme with the aim of improving the status and well being of the girl child in West Bengal by incentivizing schooling of all teenage girls and delaying their marriages until the age of 18.,Budget Estimates,1866.23,In Rs. Crores
Bihar,2015-16,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Budget Estimates,2210.3,In Rs. Crores
Bihar,2015-16,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Revised Estimates,2210.3,In Rs. Crores
Bihar,2015-16,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Actuals,2210.3,In Rs. Crores
Bihar,2016-17,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Budget Estimates,1580.0,In Rs. Crores
Bihar,2016-17,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Revised Estimates,2080.0,In Rs. Crores
Bihar,2016-17,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Actuals,2080.0,In Rs. Crores
Bihar,2017-18,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Budget Estimates,1547.9,In Rs. Crores
Bihar,2017-18,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Revised Estimates,2047.9,In Rs. Crores
Bihar,2017-18,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Actuals,2914.9,In Rs. Crores
Bihar,2018-19,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Budget Estimates,2415.3,In Rs. Crores
Bihar,2018-19,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Revised Estimates,2915.3,In Rs. Crores
Bihar,2018-19,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Actuals,2320.4,In Rs. Crores
Bihar,2019-20,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Budget Estimates,2816.0,In Rs. Crores
Bihar,2019-20,Mukhyamantri Gram Sampark Yojana,The government of Bihar launched the Mukhya Mantri Gram Sampark Yojana in 2013 to connect through all-weather roads all rural habitations with population more than 250 in 27 districts.,Revised Estimates,2916.0,In Rs. Crores
